所属年月,商家名称,主营类型,店铺URL,特色菜,累计评论数,累计销售量,店铺评分,本月销量,本月销售额,城市,商家地址,电话
2017-03-01,小板凳酱骨王（振兴路店）,自助餐,http://www.meituan.com/shop/5462321,大骨头 酱骨头 酱骨 火锅 哈密瓜 西瓜 羊肉片 小板凳 原味大骨头 1 原味骨头 拉皮 炸鸡腿 特色酱骨 酒水 小暑柔 小糕点 涮羊肉 牛肉 酱排骨 土鸡 火龙果 甜品 酱香骨 大骨头 酱骨头 酱骨 火锅 哈密瓜 西瓜 羊肉片 小板凳 原味大骨头 1 原味骨头 拉皮 炸鸡腿 特色酱骨 更多》,8804,16052,4.0,341.0,15289.1,枣庄,市中区振兴南路122号（华夏中学北100米路西）,0632-3661999
2017-03-01,林海宾馆森林餐厅,自助餐,http://www.meituan.com/shop/51725566,海鲜套餐,,,4.1,0.0,0.0,日照,东港区碧海路海滨国家森林公园内,0633-3680988
2017-03-01,汉义轩烤肉自助餐厅,自助餐,http://www.meituan.com/shop/42916486,大虾 水果盘 蒸饺 蛋挞 烤肉火锅 小蛋糕 虾子 澳洲肥牛 培根肉 披萨 果汁 蟹子 雀巢冰激凌 鸡尾酒 水果寿司 鸡柳 很可口 披萨蛋挞 黄桃罐头 前菜 炒鸡 烤五花肉 五花肉金针菇 南瓜丸子 原味咖啡 拿铁 玉米汁 菠萝 西瓜 都很好 八爪鱼 哈密瓜 水果披萨 涮锅 调料多样 豆腐 雀巢冰淇淋 大虾 水果盘 蒸饺 蛋挞 烤肉火锅 小蛋糕 虾子 澳洲肥牛 培根肉 披萨 果汁 蟹子 雀巢冰激凌 鸡尾酒 更多》,9964,30789,4.4,565.0,28556.1,日照,五莲县富强路与北京路交叉口西南角银座商城3楼,0633-5561199
2017-03-01,金滏山自助烤肉,自助餐,http://www.meituan.com/shop/104351544,水果 蛋糕 海鲜 螃蟹 冰激凌 大螃蟹,2064,31674,4.7,4122.0,204414.0,日照,东港区海曲中路与正阳路交叉口苏宁广场六楼,0633-2288892
2017-03-01,川妹子片片鱼,自助餐,http://www.meituan.com/shop/95368867,鱼锅 鱼火锅 (18元/份)鱼肉,328,2287,4.4,24.0,434.08,德州,夏津县霍庄街华夏B区北门东30米路南,18315806953
2017-03-01,德百温泉自助餐,自助餐,http://www.meituan.com/shop/110100881,,,631,3.8,16.0,1006.31,德州,夏津县黄河故道森林公园内德百温泉大厅二楼,0534-3601888
2017-03-01,北京凯瑞自助烤涮超市,自助餐,http://www.meituan.com/shop/6845616,烤猪肉串 水果沙拉 肉 纸上烤肉 饮料 蔬菜 烤肉火锅 小点心 羊肉串 烤串 烤肠 爆米花 螃蟹 龙虾 小包子 小饼 涮菜 羊肉 香芋奶茶 冷饮 毛蟹 1 关东煮 寿司 比萨 牛肉 猪肉片 羊肉卷 羊肉片 葡萄酒 鱿鱼 鲜虾 烤猪肉串 水果沙拉 肉 纸上烤肉 饮料 蔬菜 烤肉火锅 小点心 羊肉串 烤串 烤肠 爆米花 螃蟹 龙虾 更多》,27295,30363,4.4,455.0,43656.0,德州,禹城市汉槐街与通衢路交叉口禹城市新时代购物广场四楼,14753416652
2017-03-01,北京汉釜宫自助烤肉火锅,自助餐,http://www.meituan.com/shop/40089810,培根 好 培根片 凉菜 青菜 烤肉火锅 螃蟹 小蛋糕 水果沙拉 大骨头 排骨 海星 烤肉类 冰淇淋 哈密瓜 涮羊肉 炸鸡腿 甜不辣 骨肉相连 鱿鱼 麻辣鸭头 奶油蛋糕 扇贝 海蛎子 烤虾 烧烤 肉丸 培根肉 大螃蟹腿 奶茶 很好的 涮肉 火龙果 菜卷 酸奶 培根 好 培根片 凉菜 青菜 烤肉火锅 螃蟹 小蛋糕 水果沙拉 大骨头 排骨 海星 烤肉类 冰淇淋 更多》,52352,38977,5.0,985.0,55880.6,德州,齐河县齐河德百新时代广场4楼西侧（大地影城往西50米）,18888231885
2017-03-01,丽景广场酒店自助餐厅,自助餐,http://www.meituan.com/shop/74795,有机时蔬拼 (22元/份)小点心 榴莲酥 生鱼片 冰激凌 椒盐大明虾 (38元/份)蟹腿 冰淇淋 奶茶 家常山药 (22元/份)水果蛋糕 海鲜 凉菜 捞汁佛手瓜 (22元/份)芝士生蚝 蛋挞 面包 鸭肉 小蛋糕 木瓜雪蛤 泰式凤爪 秘制脱脂猪手 (58元/份)老醋蜇头 (22元/份)黄瓜猪头肉 (58元/份)有机时蔬拼 (22元/份)小点心 榴莲酥 生鱼片 冰激凌 椒盐大明虾 (38元/份)蟹腿 冰淇淋 奶茶 家常山药 (22元/份)水果蛋糕 海鲜 凉菜 捞汁佛手瓜 (22元/份)更多》,5376,1161,5.0,30.0,2371.73,泰安,泰山区东岳大街市政广场东侧丽景广场酒店二楼（市政广场东侧）,0538-6986699
2017-03-01,金牛座牛排自助餐厅,自助餐,http://www.meituan.com/shop/42926397,自助 蛋挞 黑胡椒牛排 黑椒 冰淇淋 水果沙拉 冰激凌 披萨蛋挞 凉菜 薯条 意面 西冷牛排 蛋挞披萨 菜 酸奶 水果披萨 无骨鸡柳 水果罐头 玉米 鸡块 蔬菜沙拉 奥尔良鸡腿 小蛋糕 招牌牛排 苹果 西冷牛排七成熟 布丁 炸鸡 鸡腿肉串 批萨 草莓罐头 西瓜 紫薯球 葡萄 鸡柳鸡米花 黑椒牛扒 龙眼木瓜 冰淇淋球 冰淇淋鸡米花 咖啡奶茶 干煸芸豆 水果饮料 肉串 鱿鱼卷 寿司 小点心 披萨沙拉 水果拼盘 猕猴桃 玉米酸奶 芒果汁 豆腐 辣炒花蛤 面条 凉皮 凉菜土豆丝 凤爪 小牛排 摩卡咖啡 炸鸡块 自助蔬果 薯条鸡块 蛋挞冰激凌 辣鸭头 青岛啤酒 香芋地瓜丸 香蕉 鸡腿 黑椒意面 自助 蛋挞 黑胡椒牛排 黑椒 冰淇淋 水果沙拉 冰激凌 披萨蛋挞 凉菜 薯条 意面 西冷牛排 蛋挞披萨 菜 更多》,18420,50965,4.9,2120.0,119747.0,泰安,泰山区泰山大街万达广场3楼（大玩家对面）,0538-8226555
2017-03-01,金丽轩自助烤肉火锅城（古槐路店）,自助餐,http://www.meituan.com/shop/5399064,培根 自助午餐 (45元/份)石锅拌饭 水果 草莓 蛋挞 甜点 烤培根 小点心 臭豆腐 培根肉 大虾 披萨 火锅烤肉 西瓜 涮肉 抹茶蛋糕 羊肉卷 青菜 凉皮 小火锅 烤鱼 菠萝 水果沙拉 水果饮料冰淇淋 烤肉火锅 牛羊肉 羊肉串 小蛋糕 鱿鱼片 培根和鱿鱼 大螃蟹 寿司甜品 披萨蛋挞 烤五花肉 烤虾 粽子 翅中 里脊肉 冰激凌 嗯 寿司卷 小糕点 猪五花 自制冰激凌 荔枝 葡萄酒 蛋挞臭豆腐 金针菇培根卷 馒头 麻辣烫 中餐凉菜 小螃蟹 扇贝 批萨 披萨寿司 炸串 炸鸡 烤培根肉 烤翅 烤肠 烧肉 糯米饭 羊腿 豆腐脑 鱼肉 培根 自助午餐 (45元/份)石锅拌饭 水果 草莓 蛋挞 甜点 烤培根 小点心 臭豆腐 培根肉 大虾 披萨 火锅烤肉 更多》,17090,61994,3.9,1566.0,68312.8,济宁,任城区太白路与古槐路交叉口经典百货4层,0537-6783000
2017-03-01,金汉轩自助烤肉（金山街店）,自助餐,http://www.meituan.com/shop/5603434,菜品 培根 炒花蛤 大虾 涮锅 小点心 烤翅中 烤鱼 1 翅中 蛋挞 鱿鱼圈 也好 牛板筋 鹌鹑蛋炖红烧肉 冰淇淋 冰激凌 培根烤肉卷 大螃蟹 奶茶 果冻布丁 烤肉火锅 骨肉相连 鸡蛋羹 可口可乐 培根肉 牛肉羊肉 肥羊 蛋糕 蟹钳 鸡翅中 麻辣烫 菜品 培根 炒花蛤 大虾 涮锅 小点心 烤翅中 烤鱼 1 翅中 蛋挞 鱿鱼圈 也好 牛板筋 更多》,4562,30507,4.2,771.0,33834.0,济宁,金乡县金山街与金城路交叉口交汇处向西20米路北,0537-8818333
2017-03-01,香港大厦,自助餐,http://www.meituan.com/shop/12264,巴西烤肉 扇贝 凉菜 三文鱼刺身 生鱼片 铁板烧 巧克力瀑布 铁板牛肉 大骨头 元宝虾 小点心 香港大厦单人自助早餐 (48元/份)甜点 烤鸡翅根 螃蟹腿 披萨 牛羊肉 苹果 酸奶冰激凌 麻辣烫 小蛋糕 油条 烤羊排 老母鸡汤 三文鱼片 刺身 巧克力喷泉 意大利面 果汁 玉米 甜品 红酒 西瓜 豆腐 冰淇淋 寿司 布丁 牛腩面 盐水大虾 粉丝 羊肉卷 羊肉火锅 胡辣汤 贝壳 酱大骨 麻辣小龙虾 麻辣虾 龟苓膏 巴西烤肉 扇贝 凉菜 三文鱼刺身 生鱼片 铁板烧 巧克力瀑布 铁板牛肉 大骨头 元宝虾 小点心 香港大厦单人自助早餐 (48元/份)甜点 烤鸡翅根 更多》,10334,5286,5.0,712.0,82047.8,济宁,任城区火炬路与吴泰闸路交汇处东南角（香港国际美食百汇一楼）,0537-2969818
2017-03-01,大胜烤涮食尚自助餐厅,自助餐,http://www.meituan.com/shop/41099122,虾 培根金针菇卷 涮肉 三文鱼 培根 北极虾 基围虾 肉 水果 肥牛 烤五花肉 酸奶 海蛎子 烧烤 鲜榨果汁 不错 沙拉 布丁 很不错 羊排 羊肉卷 涮羊肉 现榨果汁 巧克力小蛋糕 水饺 烤豆腐 辣鸭头 酸梅汤 饺子 冰淇淋 嫩豆腐 开边虾 水煮鱼 涮锅 牛排骨 葡萄酒 酱料 醉蟹钳 重庆小面 虾 培根金针菇卷 涮肉 三文鱼 培根 北极虾 基围虾 肉 水果 肥牛 烤五花肉 酸奶 海蛎子 烧烤 更多》,8054,33652,4.1,850.0,58553.3,青岛,市北区合肥路672号永旺广场（佳世客商业中心）2楼T212区,0532-68066177
2017-03-01,大舶自助烤肉,自助餐,http://www.meituan.com/shop/6555765,五花肉 冰激凌 冰淇淋 锅包肉 黑米糕 泡椒鱼皮 培根肉 羊肉 大酱汤 香芋丸子 虾 韩式烤肉 南瓜粥 小点心 腌肉 炸地瓜片 牛肉 豆腐脑 奶茶 拌菜 鸡肉 炸鸡 猪肉 蔬菜沙拉 薯条 酱肉 泡菜 鸡心 松子玉米 海带汤 五花 酸梅汤 哈喇 烤排骨 蛤蜊 西瓜 辣子鸡 剁椒鱼头 蟹子 鲜虾 黄桃罐头 五花肉片 可口可乐 小西红柿 拌桔梗 水饺 点心 米饭 肉卷金针菇 苹果 螃蟹腿 雪糕 东北拉皮 冰激凌冰淇淋 大麦茶 小蛋糕巧克力派 橙汁 涮锅 炸虾 炸鱼 面包 韩国辣酱 韭菜饼 饺子 香蕉 五花肉 冰激凌 冰淇淋 锅包肉 黑米糕 泡椒鱼皮 培根肉 羊肉 大酱汤 香芋丸子 虾 韩式烤肉 南瓜粥 小点心 更多》,7860,74083,4.4,1871.0,82151.0,青岛,城阳区文阳路68号（后桃林社区北门）,18661895559
2017-03-01,海都大酒店梦悦西餐厅,自助餐,http://www.meituan.com/shop/2579692,三文鱼 烤牛肉 烤菠萝 甜虾 自制酸奶 麻辣烫 提拉米苏 咖啡 生鱼仔 虾 巴西烤肉 生鱼片 烤牛舌 可乐鸡翅 鱼生 自制蛋糕 蛋挞 刺身新鲜 巴西烧烤 烤鱿鱼 葡萄酒 小蛋糕 白金枪鱼 面条 骨肉相连 1 千页豆腐 小点心 小龙虾 巧克力塔 意大利面 清炒时蔬 炭烤生蚝 烤牛排 铁板虾 云吞 凤梨 奶油玉米汤 寿司 布朗尼蛋糕 果汁 棉花糖 海蛎子 烤大虾 烤玉米 烤鱿鱼烤豆腐 烤鸡翅 红烧牛肉 羊汤 羊肉卷 蛋饼 起泡酒 铁板大虾 铁板烤大虾 铁板烧 三文鱼 烤牛肉 烤菠萝 甜虾 自制酸奶 麻辣烫 提拉米苏 咖啡 生鱼仔 虾 巴西烤肉 生鱼片 烤牛舌 可乐鸡翅 更多》,23355,42969,4.8,1066.0,99721.8,青岛,黄岛区长江中路218号海都大酒店1层海都大酒店内（麦凯乐）,0532-86999888
2017-03-01,国敦CG西餐厅,自助餐,http://www.meituan.com/shop/1962637,,,,4.6,1.0,97.0,青岛,市南区香港中路28号国敦大酒店1楼（近家乐福）,0532-86681688-8300
2017-03-01,广业锦江大酒店,自助餐,http://www.meituan.com/shop/1088712,菠萝咕噜肉 水晶虾饺 酸菜鱼 三文鱼 巧克力球 水果沙拉 汤包 菜心 麻婆豆腐,2590,,3.5,0.0,0.0,青岛,李沧区夏庄路68号锦江大酒店内,0532-81938766/81938888-6555
2017-03-01,府新大厦自助餐厅,自助餐,http://www.meituan.com/shop/1448776,小火锅 酸奶 好 三文鱼 自制酸奶 铁板虾 三文鱼刺身 大虾烧白菜 辣炒鱼,799,7672,4.0,194.0,17050.0,青岛,市南区闽江路5号（市政府后楼）,0532-85915361
2017-03-01,福朋喜来登酒店自助餐厅,自助餐,http://www.meituan.com/shop/1969158,三文鱼 烤羊腿 牛排 猪肉沙拉,252,1229,3.8,31.0,4194.55,青岛,黄岛区滨海大道1288号福朋喜来登酒店一楼,0532-88197777
2017-03-01,德泰大酒店瑞尚阁自助餐厅,自助餐,http://www.meituan.com/shop/41790520,,819,11951,5.0,560.0,49238.3,青岛,黄岛区青岛路32号德泰大酒店,0532-86192000
2017-03-01,德泰大酒店瑞尚阁自助餐厅,自助餐,http://www.meituan.com/shop/1970124,生鱼片 三文鱼 蛋挞 自制酸奶 牛排 榴莲酥 冰淇淋 烧卖 酸奶 小蛋糕 虾饺 鲜虾 朗姆蛋糕 慕斯蛋糕 提拉米苏 小点心 烤鸭 烤五花肉 小糕点 椒盐虾 大理石芝士 海鲜毛血旺 烤鱼片 芝士蛋糕 醉蟹钳 鳕鱼排 巴西烤肉 牛扒 参鸡汤 寿司生鱼片 抹茶慕斯 杨枝甘露 海蛎子 现煎牛排 现磨咖啡 QQ糖 小牛肉 烤鱿鱼 西点蛋糕 西瓜 马卡龙 麻辣小龙虾 三文鱼刺身 三文鱼片 乌冬面 凤爪 奶昔 慕斯小蛋糕 美味 蔬菜沙拉 锅贴 黑啤 前菜 大闸蟹 巧克力慕斯 木瓜牛奶 杂粮包子 果冻 汤 港式茶点 烤五花 烤牛排 甜筒冰淇淋 红烧小排 芋头 蛋炒饭 醉蟹腿 铁板牛肉 麻辣虾 黑森林 生鱼片 三文鱼 蛋挞 自制酸奶 牛排 榴莲酥 冰淇淋 烧卖 酸奶 小蛋糕 虾饺 鲜虾 朗姆蛋糕 慕斯蛋糕 更多》,10707,3001,4.4,76.0,7062.92,青岛,城阳区正阳路155号,0532-67760555
2017-03-01,传风海鲜涮烤自助,自助餐,http://www.meituan.com/shop/2425259,海鲜,,409,5.0,11.0,644.66,青岛,市南区镇江路40号,18653290230
2017-03-01,喜客来大酒店,自助餐,http://www.meituan.com/shop/76217124,,113,5823,4.7,138.0,8689.2,济宁,汶上县中都大街南段九华山路1001号,0537-3316777
2017-03-01,万达嘉华美食汇自助餐厅,自助餐,http://www.meituan.com/shop/83729765,小点心 烤牛排 生鱼片 海鲜自助餐 铁板烧 马卡龙 甜点 蔬菜沙拉 蟹腿 三文鱼 八爪鱼刺身 小蛋糕 海鲜 火锅 烤鸡排 牛排 盆栽蛋糕 羊排 金枪鱼 鲜榨果汁 麻辣小龙虾 小点心 烤牛排 生鱼片 海鲜自助餐 铁板烧 马卡龙 甜点 蔬菜沙拉 蟹腿 三文鱼 八爪鱼刺身 小蛋糕 海鲜 火锅 更多》,4748,4339,4.5,109.0,18736.4,济宁,任城区太白东路59号,0537-3208888
2017-03-01,顺风肥牛（建设路店）,自助餐,http://www.meituan.com/shop/2425507,顺风肥牛 (28元/份)菜 烤肉火锅 培根 烤培根 烤鱿鱼 小点心 极品羔羊 (20元/份)烤肉 涮肉 涮锅 大白菜 (3元/份)大骨头 家常凉菜 火锅 大杂烩 披萨蛋挞 水果 水果罐头 海鲜拼盘 (22元/份)原浆啤酒 羊肉卷 蛋糕 冰淇淋 崂山啤酒 涮菜 烤鱼 肉 薯条 野生红扇贝 (12元/份)啤酒 培根肉 (18元/份)寿司 扇贝 水果沙拉 牛羊肉 蘸酱 虾滑 金针菇 (8元/份)青菜 饮料 鲜豆腐 (5元/份)冰激凌 冰粥 寿司披萨 果盘 (18元/份)橙汁 海参羊肉丸 (18元/份)涮肉片 烤翅 煎鱼 牛肉羊肉 芒果 苹果 茄子 葡萄鸡丁 野生梭子蟹 (60元/份)骨肉相连 鱼 鸡脆骨 黑啤酒 顺风肥牛 (28元/份)菜 烤肉火锅 培根 烤培根 烤鱿鱼 小点心 极品羔羊 (20元/份)烤肉 涮肉 涮锅 大白菜 (3元/份)大骨头 家常凉菜 更多》,49122,84009,5.0,1645.0,76012.1,济宁,邹城市建设路269号（矿务局南宫房）,0537-5308111
2017-03-01,尚品宫时尚自助海鲜烤肉火锅餐厅,自助餐,http://www.meituan.com/shop/106731904,肉 火锅烤肉 凉菜 海鲜,2184,7556,4.9,603.0,28679.3,济宁,鱼台县湖凌四路与北环路交汇处第二实验小学斜对过（新汽车站东200米）,0537-3111188
2017-03-01,品味食间炭烧自助工坊,自助餐,http://www.meituan.com/shop/102229236,,,215,4.8,6.0,288.68,济宁,金乡县体委南侧，荷香街西段路南（阿迪达斯）,0537-8855566/18369809809
2017-03-01,京杭假日饭店夕佳楼自助餐厅（运河城店）,自助餐,http://www.meituan.com/shop/1395624,三文鱼 菜品 螃蟹 刺身 咖喱蟹 鲍鱼饭 馄饨 酸奶 烤生蚝 蛋糕 龙利鱼 烤扇贝 黑森林蛋糕 冰淇淋 三文鱼刺身 意大利面 麻辣小龙虾 麻辣虾 双人自助午餐 (236元/份)小牛排 小点心 慕斯蛋糕 鱼籽寿司 扇贝 水果沙拉 烤牛排 焗生蚝 粉丝扇贝 虾子 小羊排 意面 果汁 现煎牛排 螃蟹腿 西米露 冰激凌 圣女果 大螃蟹 大龙虾 小龙虾 海星 烤肉 烤鸭肉 芒果汁 雪蟹腿 龟苓膏 三文鱼生 凉菜 单人自助午餐 (118元/份)哈密瓜 小火锅 小蛋糕 山药炖羊排 炖鸡 红茶 红葡萄酒 铁板鱿鱼 香煎龙利鱼 香蕉 鱿鱼圈 三文鱼 菜品 螃蟹 刺身 咖喱蟹 鲍鱼饭 馄饨 酸奶 烤生蚝 蛋糕 龙利鱼 烤扇贝 黑森林蛋糕 冰淇淋 更多》,19615,14673,5.0,371.0,60248.8,济宁,任城区共青团路运河城B座7F,0537-5868178
2017-05-01,罗蒂爸爸（凤城西大街店）,自助餐,http://www.meituan.com/shop/4504266,咖啡面包 (6元/份)奶茶 牛肉披萨,1038,518,4.6,1.0,21.69,莱芜,莱城区凤城西大街实验中学西第四个门头,13031756958
2017-07-01,慧慧片片鱼,自助餐,http://lw.meituan.com/shop/73804590,,,,4.1,0.0,0.0,莱芜,莱城区张家洼鲁矿水塔东100米路南,13863418550
2017-06-01,馨百酒店爱琴海自助餐,自助餐,http://lw.meituan.com/shop/2667014,炸虾 牛排 小龙虾 蛋挞 小点心 海鲜火锅 羊肉片 小蛋糕 水果沙拉 冰激凌 海鲜毛血旺 烤翅 煎鱿鱼 红烧茄子 意大利面 扇贝 薯条 丸子 梨汤 炒米饭 毛血旺 涮羊肉 炸鱼 烤面筋 翅中 葡萄酒 北京烤鸭 叉烧肉 小西点 慕斯 涮菜 爬虾 肉卷 蛋炒饭 西瓜 贝壳 青菜 香辣蟹 炸虾 牛排 小龙虾 蛋挞 小点心 海鲜火锅 羊肉片 小蛋糕 水果沙拉 冰激凌 海鲜毛血旺 烤翅 煎鱿鱼 红烧茄子 更多》,15636,34958,4.6,581.0,38102.6,莱芜,莱城区鲁中东大街17号馨百酒店1楼,0634-6607000
2017-06-01,陆陆顺酱骨源自助餐厅（明珠花园店）,自助餐,http://lw.meituan.com/shop/112079377,,,117,分,2.0,55.58,莱芜,莱城区汶河大道新汽车站旁，营昊超市东50米,13031764688/13290387738
2017-06-01,陆陆顺酱骨源（冯家林店）,自助餐,http://lw.meituan.com/shop/42271269,骨头 酱骨,103,1052,5.0,17.0,399.14,莱芜,莱城区鲁中东大街冯家林集贸市场（超子超市南50米开发区供电所北50米）,13031764688
2017-06-01,慧慧片片鱼,自助餐,http://lw.meituan.com/shop/73804590,,,,4.2,2.0,27.76,莱芜,莱城区张家洼鲁矿水塔东100米路南,13863418550
2017-05-01,馨百酒店爱琴海自助餐,自助餐,http://www.meituan.com/shop/2667014,炸虾 牛排 小龙虾 蛋挞 小点心 海鲜火锅 羊肉片 小蛋糕 水果沙拉 冰激凌 海鲜毛血旺 烤翅 煎鱿鱼 红烧茄子 意大利面 扇贝 薯条 丸子 梨汤 炒米饭 毛血旺 涮羊肉 炸鱼 烤面筋 翅中 葡萄酒 北京烤鸭 叉烧肉 慕斯 涮菜 爬虾 肉卷 蛋炒饭 西瓜 贝壳 香辣蟹 炸虾 牛排 小龙虾 蛋挞 小点心 海鲜火锅 羊肉片 小蛋糕 水果沙拉 冰激凌 海鲜毛血旺 烤翅 煎鱿鱼 红烧茄子 更多》,13372,32273,4.7,203.0,12841.9,莱芜,莱城区鲁中东大街17号馨百酒店1楼,0634-6607000
2017-05-01,陆陆顺酱骨源自助餐厅（明珠花园店）,自助餐,http://www.meituan.com/shop/112079377,,,116,分,1.0,40.62,莱芜,莱城区汶河大道新汽车站旁，营昊超市东50米,13031764688/13290387738
2017-05-01,陆陆顺酱骨源（冯家林店）,自助餐,http://www.meituan.com/shop/42271269,骨头 酱骨,,891,4.4,13.0,286.98,莱芜,莱城区鲁中东大街冯家林集贸市场（超子超市南50米开发区供电所北50米）,13031764688
2017-05-01,慧慧片片鱼,自助餐,http://www.meituan.com/shop/73804590,,,,4.1,2.0,30.44,莱芜,莱城区张家洼鲁矿水塔东100米路南,13863418550
2017-03-01,京成一品欢乐烤场自助餐厅,自助餐,http://www.meituan.com/shop/98283096,韩式烤肉 酸奶 海鲜 火锅烤肉 火锅 蛋糕 甜点 冰淇淋 涮锅 芒果 水果 面食 冰激凌 小点心 水果沙拉 烤肉火锅 爆米花 羊肉串 薯条 西瓜 鸡尾酒 韩式烤肉 酸奶 海鲜 火锅烤肉 火锅 蛋糕 甜点 冰淇淋 涮锅 芒果 水果 面食 冰激凌 小点心 更多》,1690,14471,4.5,244.0,10304.9,济宁,梁山县梁山街道金城路47号（东方华城大门西邻）,0537-7668199/15763781456
2017-03-01,家里婆东北特色自助水饺,自助餐,http://www.meituan.com/shop/122141534,,,1043,3.7,228.0,4074.03,泰安,肥城市蓝色港湾银座商城沿街楼,13335287158
2017-03-01,汉丽轩自助烤肉餐厅（温泉路店）,自助餐,http://www.meituan.com/shop/4405212,培根肉 烤豆腐 培根 烤羊肉 烤鱿鱼 奥尔良烤翅 蛋挞 奶茶咖啡 火龙果 冰激凌 饮料 甜点 大骨头 小黄瓜 烤五花肉 辣子鸡 螃蟹 特色烤肉 挺好的 烤肉火锅 烤培根 黑椒牛排 千叶豆腐 咖啡奶茶 大虾 小蛋糕 考 鸡翅 水饺 铁板烧烤 千页豆腐 泰山原浆 羊肉片 哈密瓜汁 培根卷 烧烤串 黑椒牛肉 水果区 烤牛肉 水果很全 烤肉类 巧克力蛋糕 涮牛肉 涮肉 可乐雪碧 小海鲜 巴西烧烤 涮羊肉 辣酱 叉烧肉 奥尔良烤肉 烤千叶豆腐 烤羊肉串 香芋球 黑椒牛柳 新鲜水果 烤金针菇 翅中 各种凉菜 小点心 朝鲜冷面 果冻 牛羊肉 生菜包 蛋挞寿司 豆浆 都不错 五花肉 凉皮 涮菜 炒鸡块 蘸酱 韩式烤肉 寿司小蛋糕 巧克力小糕点 海蛎子 烤肠 菜品齐全 锅巴西烤肉 饺子 香芋地瓜丸 冻虾 匹萨 培根肉卷 水果蛋糕烤肉火锅 洋葱圈 热奶茶 玉米 薯条巴西烤肉 骨肉相连 培根烤肉 寿司水果冰淇淋 拌面 果汁饮料 水果冰淇淋 水果黄瓜 汇源果汁 烤牛排 烤牛舌 烤豆腐块 烤香蕉 烤鸡肉 热豆浆 生菜包肉 紫菜包饭 肥牛肉 葡萄酒 虾子 蛋塔 辣炒花蛤 雪花啤酒 黄桃罐头 丸子 乌鸡肉 原浆泰山 咖喱牛排 土豆饼 宫保鸡丁 小烤肠 崂山啤酒 巴西烤肉烤豆腐 布丁 慕斯蛋糕 果汁奶茶咖啡 柚子 水果罐头 清汤锅 火腿肠 火锅菜 炒花蛤 炸薯条 炸鱼排 烤培根卷 烤翅中 烤肥肉 烤豆腐炒鸡 煎蛋 煎饼 煮海鲜 牛扒 牛肉羊肉卷 生菜卷肉 红豆沙 臭豆腐 荔枝 菠萝 蒜蓉扇贝 蒸蛋羹 藕片 西瓜火龙果 辣锅 铁板牛排 铁板鱿鱼 韩国冷面 鱼排 鸡翅根 鸡肉串 鸡蛋羹 鸭脖子 麻辣鸭头 麻酱 培根肉 烤豆腐 培根 烤羊肉 烤鱿鱼 奥尔良烤翅 蛋挞 奶茶咖啡 火龙果 冰激凌 饮料 甜点 大骨头 小黄瓜 更多》,43874,142305,4.4,2970.0,121991.0,泰安,泰山区温泉路467号,0538-8528886
